"Species"	"Long"	"Lat"
"Adeqsp101"	-51.7916666666667	-1.29166666666669
"Adeqsp101"	-55.5416666666667	0.708333333333307
"Adeqsp101"	-55.2916666666667	-1.79166666666669
"Adeqsp101"	-58.7083333333334	-3.29166666666669
"Adeqsp101"	-54.375	1.20833333333331
"Adeqsp101"	-54.0416666666667	3.45833333333331
"Adeqsp101"	-56.7083333333334	-3.62500000000002
"Adeqsp101"	-52.5416666666667	0.124999999999979
"Adeqsp101"	-54.2916666666667	2.29166666666664
"Adeqsp101"	-53.0416666666667	2.70833333333331
"Adeqsp101"	-55.9583333333334	3.62499999999998
"Adeqsp101"	-55.375	-1.70833333333336
"Adeqsp101"	-52.375	-0.125000000000021
"Adeqsp101"	-55.625	-4.37500000000002
"Adeqsp101"	-55.375	1.54166666666664
"Adeqsp101"	-55.375	3.62499999999998
"Adeqsp101"	-54.0416666666667	2.37499999999998
"Adeqsp101"	-53.125	-0.875000000000021
"Adeqsp101"	-51.6250000000001	-1.54166666666669
"Adeqsp101"	-54.5416666666667	1.37499999999998
"Adeqsp101"	-53.2083333333334	0.624999999999979
"Adeqsp101"	-58.5416666666667	-3.37500000000002
"Adeqsp101"	-55.4583333333334	-3.79166666666669
"Adeqsp101"	-54.4583333333334	-4.12500000000002
"Adeqsp101"	-54.875	-3.79166666666669
"Adeqsp101"	-57.5416666666667	-2.95833333333336
"Adeqsp101"	-52.375	0.208333333333307
"Adeqsp101"	-53.2083333333334	3.29166666666664
"Adeqsp101"	-52.625	0.958333333333307
"Adeqsp101"	-54.5416666666667	3.45833333333331
"Adeqsp101"	-54.0416666666667	0.624999999999979
"Adeqsp101"	-50.8750000000001	-1.62500000000002
"Adeqsp101"	-52.125	-1.29166666666669
"Adeqsp101"	-54.7083333333334	-0.0416666666666927
"Adeqsp101"	-57.7916666666667	-2.12500000000002
"Adeqsp101"	-52.7916666666667	-1.12500000000002
"Adeqsp101"	-58.125	-2.45833333333336
"Adeqsp101"	-58.625	-2.62500000000002
"Adeqsp101"	-54.5416666666667	0.374999999999979
"Adeqsp101"	-57.7083333333334	-1.87500000000002
"Adeqsp101"	-55.4583333333334	1.20833333333331
"Adeqsp101"	-55.2916666666667	1.37499999999998
"Adeqsp101"	-55.875	3.95833333333331
"Adeqsp101"	-52.2916666666667	1.62499999999998
"Adeqsp101"	-51.7083333333334	-1.29166666666669
"Adeqsp101"	-56.7083333333334	-4.20833333333336
"Adeqsp101"	-52.9583333333334	-0.625000000000021
"Adeqsp101"	-52.875	2.79166666666664
"Adeqsp101"	-53.625	0.708333333333307
"Adeqsp101"	-52.2083333333334	1.95833333333331
"Adeqsp109"	-58.0416666666667	-0.708333333333357
"Adeqsp109"	-62.125	-5.04166666666669
"Adeqsp109"	-59.7916666666667	-2.70833333333336
"Adeqsp109"	-61.9583333333334	-4.70833333333336
"Adeqsp109"	-57.0416666666667	-0.125000000000021
"Adeqsp109"	-60.4583333333334	-2.45833333333336
"Adeqsp109"	-61.4583333333334	-4.29166666666669
"Adeqsp109"	-59.4583333333334	-0.958333333333357
"Adeqsp109"	-60.7083333333334	-4.12500000000002
"Adeqsp109"	-60.2083333333334	-4.62500000000002
"Adeqsp109"	-63.0416666666667	1.37499999999998
"Adeqsp109"	-60.875	-4.70833333333336
"Adeqsp109"	-60.0416666666667	-0.958333333333357
"Adeqsp109"	-63.125	2.12499999999998
"Adeqsp109"	-63.4583333333334	0.041666666666643
"Adeqsp109"	-64.0416666666667	1.04166666666664
"Adeqsp109"	-56.7916666666667	-0.0416666666666927
"Adeqsp109"	-58.375	-0.458333333333357
"Adeqsp109"	-61.4583333333334	-0.0416666666666927
"Adeqsp109"	-61.2083333333334	-0.625000000000021
"Adeqsp109"	-57.2916666666667	0.124999999999979
"Adeqsp109"	-59.9583333333334	-2.29166666666669
"Adeqsp109"	-59.5416666666667	-2.29166666666669
"Adeqsp109"	-59.375	-0.291666666666693
"Adeqsp109"	-63.375	1.70833333333331
"Adeqsp109"	-59.2916666666667	-0.458333333333357
"Adeqsp109"	-60.125	0.041666666666643
"Adeqsp109"	-59.9583333333334	-2.62500000000002
"Adeqsp109"	-62.125	0.124999999999979
"Adeqsp109"	-61.7083333333334	-4.04166666666669
"Adeqsp109"	-61.375	-5.12500000000002
"Adeqsp109"	-61.9583333333334	-5.04166666666669
"Adeqsp109"	-63.875	2.12499999999998
"Adeqsp109"	-63.9583333333334	1.62499999999998
"Adeqsp109"	-63.2916666666667	1.54166666666664
"Adeqsp109"	-63.2916666666667	0.124999999999979
"Adeqsp109"	-60.7083333333334	-4.20833333333336
"Adeqsp109"	-60.875	-0.0416666666666927
"Adeqsp109"	-61.4583333333334	-0.541666666666693
"Adeqsp109"	-60.4583333333334	-0.458333333333357
"Adeqsp109"	-65.2916666666667	2.20833333333331
"Adeqsp109"	-60.375	-0.458333333333357
"Adeqsp109"	-63.875	0.874999999999979
"Adeqsp109"	-60.4583333333334	-0.625000000000021
"Adeqsp109"	-63.125	1.79166666666664
"Adeqsp109"	-62.2083333333334	0.041666666666643
"Adeqsp109"	-62.9583333333334	0.708333333333307
"Adeqsp109"	-63.7083333333334	1.87499999999998
"Adeqsp109"	-60.7083333333334	-0.125000000000021
"Adeqsp109"	-63.2916666666667	1.29166666666664
"Adeqsp1"	-153.125	68.9583333333333
"Adeqsp1"	-155.208333333333	69.9583333333333
"Adeqsp1"	-154.625	66.5416666666666
"Adeqsp1"	-152.791666666667	68.7916666666666
"Adeqsp1"	-150.458333333333	69.7083333333333
"Adeqsp1"	-153.375	68.6249999999999
"Adeqsp1"	-153.625	64.875
"Adeqsp1"	-157.958333333333	69.8749999999999
"Adeqsp1"	-149.875	69.2083333333333
"Adeqsp1"	-154.375	69.0416666666666
"Adeqsp1"	-154.125	68.9583333333333
"Adeqsp1"	-153.125	70.0416666666666
"Adeqsp1"	-150.708333333333	66.7083333333333
"Adeqsp1"	-152.625	67.875
"Adeqsp1"	-148.708333333333	65.5416666666666
"Adeqsp1"	-152.208333333333	67.5416666666666
"Adeqsp1"	-152.375	65.2083333333333
"Adeqsp1"	-155.125	69.6249999999999
"Adeqsp1"	-154.041666666667	68.7916666666666
"Adeqsp1"	-148.625	69.3749999999999
"Adeqsp1"	-155.458333333333	69.3749999999999
"Adeqsp1"	-149.708333333333	65.7083333333333
"Adeqsp1"	-154.041666666667	69.8749999999999
"Adeqsp1"	-150.458333333333	69.4583333333333
"Adeqsp1"	-157.625	69.8749999999999
"Adeqsp1"	-156.791666666667	68.8749999999999
"Adeqsp1"	-158.541666666667	69.7083333333333
"Adeqsp1"	-156.958333333333	69.0416666666666
"Adeqsp1"	-151.625	69.5416666666666
"Adeqsp1"	-150.458333333333	68.6249999999999
"Adeqsp1"	-156.708333333333	70.2083333333333
"Adeqsp1"	-152.125	68.7083333333333
"Adeqsp1"	-148.375	67.2083333333333
"Adeqsp1"	-150.041666666667	65.125
"Adeqsp1"	-152.375	68.7083333333333
"Adeqsp1"	-150.541666666667	69.8749999999999
